PMC	PMID
2993250	20553797
2915630	20513670
2988646	20412007
4059065	20539287
3083961	21540997
3024573	20504805
2930106	20678460
2928047	20388037
2896827	20510445
3115706	21687818
3030988	20498913
2947435	20297903
2930379	20495146
2879239	20492676
2947454	20367246
2916116	20480241
3003916	20524844
2988627	20367497
5775475	20479822
3003911	20388039
2893240	20471083
2875726	20517477
2928043	20367254
2942956	20638677
2880964	20459712
3135254	20387987
2994102	20451676
2947452	20367289
2988628	20373975
2914156	20450944
2862160	20441739
3016852	20440561
4367812	20219243
4022685	24855536
4021803	24855547
4021802	24855546
4021800	24855544
3115737	20422682
2847036	20091766
2845736	19585581
2845734	19585570
2845728	19585568
2845725	19623532
2871103	20431953
2947931	20367255
2900423	20434575
3107593	20427418
2944391	20308112
2875265	20430439
2860081	20419841
2947461	20214453
2871143	20480047
3454104	23139542
2921026	20456912
2878615	20417964
3292749	20345228
2858261	20358531
2858666	20421985
2904163	20410213
2856164	20409488
2949230	20088686
2947432	20236034
2874533	20406437
2947433	20235832
2943402	20178406
2947431	20236033
2855700	20419124
3421837	20354467
2910094	20398930
2865007	20463928
2947929	20214470
4416473	20382423
2910244	20385260
3773241	20379780
2947934	20214448
2947434	20218762
3125577	20378163
2867676	20406908
2860567	20373019
2900275	20368696
4175745	20363480
3358131	20363022
3148083	20362535
2860620	20362329
4369673	20091910
4297046	26069546
3210033	19484773
3164496	20305493
3158006	21857791
3139530	19788372
3069635	19536834
2989678	20091907
2934776	20373400
2909188	20131245
2847044	20143443
2850136	20379359
3047649	20349357
2943404	20170423
2861493	20347131
2947948	20180698
2925240	20346499
2947947	20156112
2856749	20334909
2844465	20158250
2862825	20303399
2947949	20136403
2838777	20300511
2818148	19353562
4487889	20228788
2886627	20228260
2837348	20300192
3021958	20014198
2943403	20144013
2857986	20158218
3877732	20386793
2949266	20088699
2880164	20219180
2849659	20108892
2842009	20146518
2839506	20112899
2834823	20121076
2952115	20020816
2845527	20206382
2949265	20121593
7358748	20197123
6366157	20007410
4824538	20058322
4381661	19967746
3715838	20210587
3549267	19322820
2913424	20140519
2869480	20459191
2854846	20052737
2850966	19998330
2829332	20131370
2813973	20022106
2811768	19291691
3486923	20186667
2859691	20219655
2949233	20067398
2949232	20109063
2949214	20100033
2896688	20188868
2855340	20188411
2992388	21113339
2839536	20185173
2838969	20185171
2890122	20179678
3215210	22110854
2851195	20170955
2952135	19916819
2822866	20174664
2949264	20055662
2883021	20167291
2840428	20160118
2833321	19777588
2894996	20153827
2875656	20149220
2840116	20150512
2837121	20153045
2829579	20149260
2989682	20149437
2838985	20149432
2952127	20028232
2838170	20149449
2821182	20162033
2821180	20161810
2989079	20140671
2862865	20175974
2837100	20138664
2943406	20001822
2862609	19895206
2840469	20133690
2819098	20067240
2926361	21886531
2883027	20132912
2840421	20133604
4076140	20124836
3553794	19937913
3176722	19918756
3015240	20010085
2963634	19951007
2952128	19947906
2840339	20133632
2797574	19191316
3121874	20109065
2952125	20028219
2883010	20109588
2827647	20110124
2872068	20102751
2810323	20111593
3970709	20097314
2840521	20133731
2824534	20034665
2891311	20080411
2826798	20080298
2807464	20090918
2865991	19905871
2859162	20077017
2817668	20078240
2905257	20644660
2875976	19886747
3823119	20070436
2862604	19912046
2862607	19778179
3245547	20056274
2952129	19905878
2862606	20064012
2813147	19905873
4172358	25258592
3699323	19957133
3233194	22162975
3147300	20078427
3098812	21096824
3076317	19908015
3018766	20105579
2945310	20877437
2876978	20105578
2849844	19842110
2834245	20216924
2830796	19842108
2826821	20182581
2814164	19834956
2798583	19966040
2787862	19165795
3560415	21197652
3031722	21195589
3031040	21193522
3022652	21190591
3044967	21190941
3024949	21190561
3024245	21190544
3021011	21187432
5418390	28510232
3073416	21185287
3046483	21182762
3037078	21186175
3021042	21183719
3009750	21203425
3022925	21176163
3008716	21203505
3008708	21203560
3018161	21179018
6276961	21172910
3017167	21173273
3004794	21188141
3047164	21169564
3002975	21179578
3017175	21149709
3009973	21143928
3004859	21143896
3000337	21151565
3904220	21150903
3499073	21147846
3262244	22419971
3060586	21135044
3009777	21135205
3033523	21132372
3324316	21127201
3005930	21143801
3005915	21143807
3000427	21170312
2996324	21152011
2996319	21152006
3014970	21122111
2999340	21143777
2999338	21143775
3058319	21118974
3037653	21119217
3156954	21114829
3008707	21114840
3002314	21114830
3277951	21106087
3091778	21106074
2991311	21124828
2991250	21124865
3225870	21092312
3008637	21098431
2989909	21124924
3212423	21092101
3000836	21092113
2999874	21088678
2988812	21124966
3013730	21097471
2998519	21083943
2987903	21124952
3070844	21136598
2980735	21081064
3010110	21081924
6259184	21076385
2998496	21073692
2992512	21073694
3013800	20972212
2978700	21085645
2978674	21085679
2990745	21059271
3225826	21059252
3013646	21067998
2997910	20958088
2996682	21057108
3225834	21050438
3013684	21051355
2973814	21079673
2981879	21067549
3010120	21045820
3010117	21045818
3010108	21045819
2975409	21047379
4254925	21073240
3122930	20958249
3048315	21532837
3038046	21331222
3005044	21129329
2999964	21038890
3111869	21687783
3040802	21437033
3035812	21052677
2989004	21189865
3071969	21031221
2993397	21037109
2966410	21060778
2966393	21060823
2988745	21029416
2965092	21048961
2966290	21034428
3173981	20976322
2963615	21049050
3032229	21423324
2987880	20969759
3408065	20966117
3020298	20960201
3738467	23946675
2990641	20959819
2978158	20959003
3226760	20949196
2957680	21106119
2957677	21106116
3179327	20954177
2954807	20976234
2965702	20942928
3091710	20939887
3172586	20938502
2988523	20937604
2972968	20937911
3026383	20946620
3026380	20946617
2958907	20929569
3040478	21364780
2950841	20949132
2949398	20957180
2949387	20957229
3339106	22558546
3023293	20889676
3008519	20889752
2945195	20647237
2947981	20941387
2963619	20920235
2958164	20920245
2955605	20920161
2946910	20927193
2955152	20876091
2950675	20957118
2955700	20860802
2955603	20860793
2949894	20846443
2940894	20862288
3017227	20839314
2982696	20840736
2982695	20840735
2982694	20840734
2982693	20840733
2982691	20840731
2982687	20840727
2982685	20840725
2982683	20840723
2944141	20828418
2996232	20829788
2981496	20829443
2936514	20838579
2936510	20838575
3025649	20823298
2935381	20830307
2935442	20823316
2935439	20823326
2935430	20823333
2935427	20823328
2935424	20823318
2935413	20823324
2935402	20823327
2944138	20815892
2933224	20838430
2932711	20824082
2932677	20824124
2932675	20824122
2944743	20810924
2940911	20799972
2932736	20827298
2928278	20811631
3012452	20736375
2927425	20808764
2933595	20731870
2950507	20729360
2936624	20729472
2936296	20727158
2948618	20727903
3468151	20717618
2936295	20718955
2923148	20808905
2939609	20707922
2930634	20707925
2933594	20704717
2920829	20711346
3091666	20701780
2955210	20702588
2936397	20701772
2927512	20701759
2925829	20698988
2922600	20699386
2922645	20696707
2920723	20712986
2924872	20691101
2928782	20687942
2917103	20700497
2916819	20700525
3033026	20685691
2930550	20686112
2944198	20679335
2930451	20679215
4383261	20590819
3339057	22737671
2909575	20508145
2909567	20538623
2921409	20673321
2924296	20670417
3033677	20664071
2925528	20664642
2925526	20664636
2909916	20668688
2923113	20653930
2918584	20650010
2909145	20668519
2918583	20649990
2917431	20649971
2908696	20661305
2908624	20661432
2914651	20663171
2935416	20647521
2918581	20646302
2913537	20721277
2922254	20643938
2912892	20642854
2905436	20661288
2904763	20657658
3097097	20629487
2935428	20628075
2935418	20628073
2925524	20631683
2925523	20631681
2925522	20631682
2912889	20626859
2937380	20601467
3496272	20568274
3366458	20806839
3129684	20506533
3113679	20687178
3037798	20562890
3021968	20665647
2981143	20836042
2927836	20687179
2909019	20618426
2907309	20594314
2940478	20592162
2914339	20706609
2909310	20590332
2914650	20584335
2909940	20587024
2902440	20587063
2894047	20613869
2905341	20579396
2894518	20591907
2906579	20616000
2892450	20598111
2909218	20576120
2909217	20573270
2891706	20585619
2891590	20589080
2923302	21629878
2913402	20571533
2903722	20626923
2898216	20565092
2888582	20574525
2888570	20574513
2953913	20562096
2887462	20585546
2886341	20567500
2885420	20559430
2944384	20439264
3024823	20538754
2909160	20537143
2889938	20529327
2900226	20525248
3726008	20540155
3347630	22574298
3128301	20455750
2910548	20583741
2890749	20534496
2890746	20534466
2887612	20563281
2881405	20529930
2881365	20529932
3026467	21327060
2946632	20510918
2894520	20511363
2880409	20522253
2890716	20505119
2906338	20501664
2898084	20500907
2889877	20500839
3922679	20497491
2896931	20497556
2895586	20497545
2890799	20498084
2889840	20497537
3059953	21423352
2873957	20505756
2873956	20505755
2873904	20502674
2873901	20502671
2896202	20484371
2890806	20484677
2890786	20484673
2898063	20459866
2890488	20479229
2881087	20478034
2878301	20478018
2892459	20470404
2885367	20465848
2880973	20470417
2871057	20498845
2871048	20498836
2890501	20465807
2903930	20463053
2890499	20462429
2896092	20460470
2890326	20461076
2890322	20461071
2876064	20459825
4205236	20435134
3519239	20199111
2881120	20459629
2880972	20459610
2898071	20441613
2874528	20438628
3164764	20640781
2949972	20930945
2888109	20577569
2887406	20433765
2874806	20426874
2861627	20454677
2861031	20513250
2876152	20420667
2873319	20416113
2880971	20416071
2876062	20412565
2865480	20412574
2858678	20421994
3068558	20407125
2949272	20399282
2889559	20404162
2884546	20398381
2855702	20419126
2855701	20419125
2873535	20398296
2855329	20419153
2855319	20419143
2855316	20418962
2872612	20393580
2872608	20393577
2872607	20393576
2861645	20388209
2859750	20388198
2867914	20385836
2864098	20385033
2906612	20382023
2873316	20377895
2867774	20377904
3032282	20406850
2850316	20386602
2900387	20374220
2865864	20371497
3773227	20431147
2900615	20215876
2873315	20356406
2859749	20359356
2855528	20356411
2848603	20376360
2848581	20376342
2848571	20368983
2848566	20368978
2867773	20356371
2873314	20346180
2873313	20346112
2845646	20361042
2845628	20360861
2864235	20334652
2852388	20307315
2842436	20339551
2851601	20302666
2858107	20302636
4160532	20303157
2990064	21191485
2864803	20303385
2853501	20298607
2940324	20624725
2876499	20233927
2907738	20230643
2850882	20230629
2864570	20226027
2833388	20170901
2851899	20224037
2851936	20220102
2848629	20219114
2848195	20211003
2832681	20221262
2855527	20199667
3422552	20309755
3108565	20212490
3041541	21347135
2879143	20127684
2873794	20193066
2873723	22478806
2851115	20808522
2842255	20187967
2841117	20187945
2829045	20195498
2829043	20195496
2851584	20184733
2843647	20184719
2841774	20233383
2826397	20186320
2835567	20160708
2835565	20160710
2835564	20160707
2821917	20169069
2830985	20152025
2820516	20168993
2838904	20181145
2822531	20158874
3071642	20237650
2840491	20142491
2822831	20205771
2816210	20140217
2816205	20140212
2855357	20123757
2815877	19933386
2815851	20007449
2813865	20126540
2813261	20126531
2829494	20109182
2872623	20106907
2811744	20111720
2823678	20102623
2811179	20126276
2881471	20101245
2823693	20092660
2874453	20093640
2858305	20007246
2824527	20087339
2824522	20087342
3009541	20122243
2825225	20074382
2797083	20090826
2825224	20070902
2805707	20084294
2847715	20067622
2842711	20008397
2823687	20064228
3146072	20064214
2795781	20066032
3125167	20057383
2847239	20047968
2819545	20045665
4168016	20694679
3806198	24163721
3640322	20082674
3149857	21822455
3021415	20865537
2921326	20003850
2917138	20697555
2843564	20411053
2797831	19845017
3013074	21253009
3981556	21187436
3032227	21174125
3003701	21179422
3058197	21484590
3030199	21145008
2996280	21152027
3677790	23762015
2994876	21152091
3034851	21102562
3003438	21098703
3058911	21085179
3042521	21093098
2987820	21124989
3018142	21080938
3056333	21071693
3031657	21074640
2994765	21139982
4605520	21045282
2956833	20554187
3014421	21044613
2993949	21165246
3001651	21045298
3180104	21969178
3131994	20966960
3003974	21188212
2957402	20976043
2954796	20976227
3003397	20940304
2953532	20967239
2951912	20949044
2990637	20924352
2959043	20920349
2996011	20884811
4128891	20871938
2944810	20886105
2951457	20855598
2946671	20890442
2941915	20844536
2975240	20837475
3179294	20814969
2974077	21057637
3023848	20802224
2929951	20811577
3097925	21607123
2936601	20798046
2933279	20720205
3150590	20013805
2993566	20705922
6634679	20685972
2914637	20689803
2958649	20649601
2903822	20424270
2910725	20668554
2945083	20663182
2957333	20634433
2905638	20664797
2903669	20484574
2891111	20521945
3047630	21505564
2912991	20806011
3664454	20662102
2904019	20130277
2893982	20462956
2923841	20600357
2904784	20591183
3105528	20581820
6953396	20571128
2919141	20551326
2948811	20705583
3128303	20455703
3114645	20533406
2954509	20953271
2916231	20694160
3185707	21994679
3807651	20512611
2914163	20478367
2869375	20357001
2882921	20465808
2882520	20438755
2873225	20442251
2918763	20714400
2918759	20714396
2897659	20435733
2864777	20434999
2873267	20423483
2869333	20406471
2948360	20948808
2958588	20139732
2860391	20436954
2859873	20359327
2874024	20339843
2889254	20332598
3167288	20353904
3922673	20345849
3161386	20298559
2851954	20304794
7162288	20331640
2837386	20300641
3218694	22096383
2829072	20195464
3028258	20167933
2838874	20167085
2849467	20154142
2841882	20147621
2825297	20145998
2857046	20145243
6257111	20335945
2840455	20133584
2857411	19764075
2825160	20173038
2853380	20118147
2812493	20126618
2891425	20093048
2829939	20079801
2823718	20078861
2824717	20064253
2881242	20539784
3022713	21192828
3012720	21209908
3070096	21189473
3042731	21185867
3017029	21184674
3065597	21181480
3031384	20858854
3031382	20921340
3022650	21182788
3164101	21183501
3016395	21176205
3067508	21173306
3004866	21187959
3002963	21179573
3041852	21159660
3025593	21289977
3010731	21159656
4002994	21200381
3001457	21179204
4087166	21148803
3018378	21143974
3148832	21142526
3154281	21132023
3070628	21132005
3046272	21134984
3745774	21134390
3045848	21131600
3028711	21131510
2997082	21151941
3440634	22977477
2996288	21152035
3820159	21138865
2999807	20673238
3009620	21118556
3232024	21115742
3021181	21118670
3042596	21106942
4116595	21106256
3179304	21542011
2990700	21124883
2989763	21059856
3020563	21097597
2997086	21092106
3028977	21088116
2998478	21087507
2987799	21124973
3006022	21068464
4776167	26966632
3046513	21054867
3380367	21051666
3072514	21049271
3046511	21050433
3046243	21029241
2988701	21047420
3096009	20948442
2996599	20819092
2993339	21041655
2932815	20162571
6496385	21039999
3125406	21031436
2995353	20651070
2988749	21029413
3070967	20978518
3044339	21034791
3006034	21074754
2972375	20977476
2963604	21049039
2976989	20967520
3018847	21234285
3014195	20962076
3014170	20962091
2958121	20975999
2995137	20954006
3012965	20956519
2970604	20955577
2998640	20953899
3008436	20943871
2998795	20944000
2965014	21031160
2972953	20937876
5382794	20934487
2980626	20927579
2951358	20949056
3185622	20972407
3004333	20926560
2976809	20932568
2973011	20926749
2953363	20683212
2992260	20923775
2981333	20921145
3050482	20506198
2981827	20568291
2955154	20842060
2947605	20815020
2947579	20683935
2930041	20138387
2928881	20607870
3214779	22110349
2997383	20869347
2953837	20562331
2948012	20927337
2952310	20953432
2976178	20870784
2988354	20864524
2951855	20522708
2988336	20861013
2943929	20877575
2949810	20858262
2989430	20855662
2981319	20855514
4495658	20850816
2976450	20851895
2949801	20846389
2956853	20832855
3017437	20842104
3011910	20673000
3006260	20841504
2970756	20841486
2975247	20837470
3015009	20832422
2964349	20826454
3795509	20822910
3157876	20834226
2939546	20815894
2976079	20813719
2938837	20505158
3939217	24591916
3768636	24031553
3047617	20855962
2962974	20646001
2962966	20550544
2937345	20639413
2933932	20811214
2933695	20824051
2930113	20506197
2940948	20807814
2997941	20802514
3842170	20798695
2995559	20801903
2938236	20472829
6369534	20734041
2949269	20736344
2925955	20808811
2962494	20729552
2949514	20727585
2933628	20723242
2965862	20717118
4850829	20583921
3041164	20814239
2950453	20709834
2921368	20730048
3002842	20705717
3087324	20699000
2950585	20702626
3128781	20698749
3049507	20683453
3179321	20684002
2951238	20682776
2914606	20518562
2917256	20683959
2913364	20558572
2913350	20558580
2909552	20653061
2918604	20663192
2930277	20660632
2922230	20643923
2918575	20637124
2935043	20639377
2905634	20664793
2970711	20637206
2907178	20628030
2912190	20628199
2909928	20609224
2907333	20609236
2955857	20609516
2897886	20625401
3065864	20601539
4031319	20730771
2936118	20608978
2928886	20564640
2902809	20631890
6275724	20585887
3727164	20582400
3128772	20575640
3025353	20577680
5584073	20571065
2937910	20571024
2904024	20634942
6275737	20563703
2924032	20554518
2900704	20547831
3168562	20542985
2928048	20486792
2897788	20537183
2940516	20534719
2939938	20542748
2901222	20534165
2888921	20530583
3179287	20533376
2909328	20545701
2901601	20628587
2882510	20235596
2965342	20526662
3033232	20525895
2896729	20614000
2896269	20519524
3733587	20737933
3036876	21637486
2914609	20528452
2891467	20130281
2890707	20534486
2949408	20508216
2906461	20497531
2880276	20499429
2948089	20494935
2930383	20495148
2924803	20484740
3896099	20484025
2875729	20517480
2906899	20457904
2877954	20458138
2876200	20452666
2865869	20228272
2865868	20200352
3922672	20455995
2862714	20454666
4021804	24855548
4021799	24855543
2896419	20345214
2861088	20304951
2853448	20007839
3281332	22371738
2988647	20337513
6290481	20427771
2865764	20424615
2903363	20421299
2885183	20421294
2879145	20421520
2859930	20436665
3507446	20541472
3095934	20418360
2882052	20411395
2871059	20410131
2858159	20422011
3164079	20407418
2856673	20419094
2885216	20395302
2858470	20139096
2880384	20385165
2875468	20383666
2964431	20542588
2875810	20382892
2881777	20378535
2867758	20368417
2858807	20364356
4157339	20361260
3066468	20091883
2916210	20074237
2864814	20049640
2859744	20359336
2858741	20356407
2852368	20110422
2847739	20360942
2888964	20357266
2878534	20353947
6634485	20335488
2843748	20352126
2888198	20307272
2871447	20308056
2851977	20308560
3167292	20353913
2841188	20305783
2869547	20237162
2837333	20061558
3141299	20034125
2863849	20219934
3296366	20211728
2864543	20347178
3025810	20219062
6634112	20203208
2882985	20197126
2861734	20189717
2832152	20093500
2819495	20002448
5624318	20188358
2859525	20189995
3128308	20184433
2867383	20181932
2847607	20185172
2846883	20181281
2895031	20179085
2862534	20179677
2823787	20174581
2823775	20174628
2954433	20337718
2849320	20164250
2825295	20162352
2863763	20147388
2857183	20145267
2816998	20161704
7367148	20087060
2848897	20133900
2815789	20140259
2814860	20126406
2814822	20126379
2868459	19797201
2849427	20123713
2835386	20156102
2834855	20117095
2825700	19830565
2821816	20030664
2818998	20010426
2824698	20113519
2827469	20109168
2812497	20126622
2842246	20105334
2844839	20103702
2809097	20098680
2911041	20068194
2840865	20089616
2822749	20089143
2822952	20087345
2883769	20068175
2845480	20067788
2847444	20056925
2827831	20054232
2803692	19837979
4436674	20052472
2806050	20041871
2791176	19916867
9836685	21513463
3291094	22213676
3266477	22213336
3266436	22213643
3260951	22275823
3338105	22092279
3255293	22253633
6275739	22207333
3507282	23213407
3311881	22067042
3260740	22201513
3386415	23730070
3253484	22242032
3386849	22196970
5969809	29805470
3854255	22183245
3381817	22199167
3311880	22070743
3311878	22082018
3262018	22196899
3401631	22117858
3267966	21902611
3267962	21902469
3313609	22011213
3311879	22070632
3246792	22220178
3289723	22202909
3241706	22195018
3279298	22177622
3242724	22039257
3307871	22170172
3482289	22170772
3285599	21981657
7731733	22169822
3313612	22011320
3311877	22047076
3286813	21981309
3241003	22184499
3238809	22203786
3236208	22174873
3236365	22190961
4367810	22162220
3235161	22174914
3269508	22107438
3407817	22147253
9583725	22143425
4490586	22147507
3313611	22011243
3313615	22011064
3286825	21919795
3285601	22029490
3229596	22164277
8638827	21773726
4353732	21997852
3438551	22969884
3396140	22133004
3263831	22112321
3237390	22180835
3236630	21846838
3236622	21865316
3443367	22131189
3313610	21992088
3286820	21943030
3235027	22163160
3250145	22123981
3729881	22116661
3308606	22143346
3239243	22118013
3463621	22038862
3249403	22115999
3280097	22101810
3221679	22132179
3233650	22101767
3288647	22095981
3334636	22087734
3218070	22114714
3291737	22081518
3228464	22084120
3224839	22128237
3262977	21933017
4633527	22076329
4038963	22072288
3896236	22082986
3294133	22100386
3254093	22078813
3759809	22079005
3286855	21939397
3238915	22040097
3212516	22096490
4030915	24956447
3218588	22114505
3505682	22056286
3286822	21919797
3267964	21919794
3288368	22048776
3276737	22052864
4757485	22099762
3766523	22030489
3259206	22047943
3218389	21303267
3309709	22075122
3274289	22346647
3236112	22040627
3286814	21942992
3203941	22046445
3208287	21835951
4352411	22031592
3532892	21922669
3207384	22076276
3205610	22114603
3267967	21919799
3822956	21199325
3822946	21091630
3325605	22025093
3267961	21919796
3225205	22027596
3207703	22025684
3131486	21129154
3220744	22019117
3350801	22018389
3340890	22563143
3225580	22032988
3205146	22072887
3205145	22072886
6496487	22011046
3643390	23671800
3210375	22018390
3205142	22072883
3197640	22028871
3381740	22014462
3222786	22009693
3210399	22014948
3198405	22039478
3505797	22012594
3205133	22072874
3196539	22028847
3267972	21902465
3223012	21902614
3814023	22002065
3697876	22005610
3257812	22005509
3205017	21999145
3359639	21995453
3261455	21994048
3192771	22022553
8388149	21993765
3257815	21996715
3211008	22072917
3192176	22022571
6496005	21988556
3314334	22010750
3242522	21989184
3204197	21883047
4021874	24957869
3208770	21993234
3169803	21912447
3208761	21982295
3189240	22016804
5448868	28824103
3226058	21736425
3189561	22007333
3267971	21861779
3226054	21902603
3427831	21916473
3376459	21970410
3215160	22114483
3185011	21991344
3549888	23507746
3293193	22399838
3283928	22368355
3177570	21746864
3224811	21955178
3212584	22087419
3280603	21958075
3192715	21955995
3535215	21953383
3282186	21955690
3246420	21859278
3245674	21854293
3200502	21971556
4288028	25580165
3525904	21827280
3267973	21902605
3215154	22114477
3217075	21948096
3179889	21961003
3532958	21953981
3246408	21902608
3200565	21944471
6496537	21951289
3808976	21959241
3197567	21936951
4913698	21932193
3364818	22662030
3244545	21932279
3230174	21968517
3212941	21931195
3243811	21925883
3199287	21924816
3182514	21977235
3173366	21935359
3263369	21910939
3229687	21904025
3226420	21902619
3170385	21931846
3246412	21905881
3233877	21903884
3190649	21861465
3190071	21906802
3183393	21906805
6623399	21900573
3288374	21898008
3226918	21925628
3190078	21863894
3168274	21912736
3226053	21910592
3204198	21679135
3415940	22928155
3415939	22928154
3220775	21837664
3206139	21890822
4167367	21572381
4030936	24956304
3505086	23181145
3185360	21980594
3167911	21887853
3887668	21638203
3947519	21880362
3226890	21920469
3173046	21931479
3169163	21878567
3356084	22654798
3918044	21029367
3202686	21872418
3195903	21937060
3170932	21915227
3347861	22577513
3604987	23525884
3176963	21871704
3168829	22567047
3204196	21702719
3183200	21863396
3177033	21864893
3175450	21859498
3175156	21854621
3238468	22099019
3226034	21736446
3405288	21568715
3156132	21858092
3156118	21858004
3340985	21840047
3226062	21851269
3217068	21837435
3213325	21833016
3534971	21830240
3167757	21831300
3242655	21829178
3222855	22099022
3176969	21828905
3154539	21845195
3157271	21850206
3244142	21820734
3152493	21653320
3206098	21766872
3152472	21845044
5764702	21788829
3156186	21808048
3149847	21780919
3163757	21803415
3236508	21800203
3217246	21843650
3204202	21689062
3156389	21802723
3178966	21966340
3161107	21548710
3149887	21886689
3149868	21886690
3149844	21886693
3149843	21886691
3149838	21886692
3149819	21886695
3205796	21797756
3188984	21755999
3144206	21814557
3719434	21793196
3406183	21793193
3204205	21682541
3144696	21808721
3229258	21782234
3163387	21887125
3387273	21833681
3142913	21527523
3418603	21773854
3243393	21775322
3156349	21764119
4407519	21769541
3175831	21779858
5050040	21761391
3150891	21765001
3237740	21755602
3204199	21767168
3159408	21757229
3152468	21845040
3143924	21752302
3134195	21765896
3213277	21744511
3196173	21775960
3137957	21772852
3196310	21744185
3132660	21755031
3204200	21745111
3189483	21644569
3131402	21760956
7678502	21732530
3133528	21760732
3541683	21745508
4300810	26069584
3548252	23507731
3548251	23507733
3548249	23507732
3548247	23507730
3185192	21763791
3140842	21720796
3213700	22110368
3182675	21609305
3179622	21599543
3163689	21757034
3141980	21719709
3291782	21713451
3145237	21799718
3145233	21799714
3145231	21799712
3145227	21799708
3696373	21709397
3163833	21745606
3133524	21760728
3132521	21760793
4648550	21712166
3387281	21710605
3184319	21706778
3182676	21585313
3123297	21731625
3148341	21703682
3823195	20716129
3183399	21698596
3120822	21731637
4030897	24956163
3418605	21695778
3119690	21713001
3161099	21542714
3179618	21554192
3408874	21681943
3311809	21674291
3168977	21542713
3156480	21857768
3136871	21769165
3197033	21694696
3134674	21671201
3134156	21658756
3111432	21694780
3272462	22318871
3223630	21653568
3127825	21645412
3110254	21687691
4789315	26998400
3947768	21397322
3579239	21370228
3389831	21515167
3295857	21627568
3197032	21673633
3109152	21634043
3103705	21617465
3082743	21515170
3073995	21397942
4617763	21630329
4161132	21630430
3162468	21486201
3132595	21627163
3130069	21632105
3139215	21553895
3124265	21776301
3118682	21698076
3102100	21633510
3171147	21921999
3162379	21486202
3140597	21604386
3127010	21604139
4423827	21640853
3178095	21597269
3138493	21603697
3110545	21601277
3140796	21597009
3118296	21716668
3152664	21616131
3142633	21466416
3124389	21720515
4185200	25289115
3358515	21586601
3116183	21686177
3095641	21603575
3109133	21571364
4557870	21574266
4699548	21562365
4492442	21570112
3123426	21566213
3115661	21528921
3107282	21571635
4091834	21600981
3197119	21587162
3183217	21547415
3142635	21449709
3119347	21549425
3146300	21540522
3142637	21449713
4278381	25553057
3142631	21449684
3697793	21540560
3128915	21532314
3124398	21720506
3124397	21720505
6188228	21282205
3381353	21143178
3184831	21303718
3081201	21514424
3933961	21359676
3087078	21556257
6496638	21535268
3098954	18783322
3084297	21552485
3118650	21395445
3118605	21395444
3124112	21410308
4002522	21516135
3129612	21395465
3118603	21395443
3171552	21512814
3100451	21514663
3781756	24198529
3124117	21413901
3100660	21571306
3116238	21530693
3099180	21507480
3093484	21508321
3171545	21503788
3118613	21385070
3103054	21375407
3696368	21502745
3124110	21501089
3103056	21370940
3419599	21491153
3120908	21488975
3100415	21492931
3126627	21484985
3084067	21482784
3073992	21494568
3169269	21505410
3118706	21306293
3235297	21434761
3101307	21470747
3096318	21603146
4005887	21388673
3129458	21463628
4318118	25663732
3142442	21386662
3062730	21240044
2972380	20669260
3136101	21772958
3617585	21449044
3127111	21731435
3098811	21449596
3082348	21522501
3082340	21522493
3094063	21451590
3069566	21468254
3144283	21442765
3401181	21441648
3124132	21442729
3096072	21442724
3206634	21436509
3085599	21439638
3221959	22098865
3104266	21435714
3098958	21288159
3171558	21424832
3085453	21544222
3233876	21417429
3137122	21531647
3069948	21418603
7950586	21401885
3171526	21403985
3086588	21401041
3174295	21394594
3098307	21337336
3055887	21412429
3199816	22073099
3199814	22073104
3197323	21445030
3444743	21384543
3111631	21673920
3064399	21383144
3064397	21383151
3065543	21377726
3177510	22379314
3119117	21372166
3171527	21365338
4303246	25620822
3440599	21163522
3276078	21358594
3098455	21195539
3090669	21263296
3084975	21048428
3079167	21247356
3079166	21247342
3076708	21401624
3073240	21364415
3072013	21552678
3034306	20977947
3032265	20965281
4866999	21358635
3085656	21356334
3075910	21499434
8405140	21351376
3937960	21351054
3171547	21347817
3406185	21347550
3200230	21347565
3044154	21373641
3068299	21339696
3065116	21341681
3092150	21338517
3085611	21345389
3074238	21334064
3210695	21331648
3099000	21331474
3076551	21309085
4667841	21329770
3197391	21372783
3280095	21322109
3136618	21319297
3133873	21312339
3048987	21394289
3404839	21298345
3086716	21296409
3646529	21293854
3197392	21339718
3065732	21303258
3513349	21287395
3229307	21293464
3033416	21304816
3229169	21290617
3110535	21295086
3085717	21295165
3065729	21043998
3044182	21383854
3168540	21271606
3159171	21869911
3144101	21149858
3072034	21285764
3042538	21284997
3041846	21288001
3032046	21208732
3022992	21046117
2964446	20653045
2964397	20653044
3045394	21281488
3041142	21282618
3051205	21319339
5448493	28879993
3079173	21187004
3178343	21269687
3171525	21267800
3091279	21268236
3083679	21541032
3043763	21268239
5448484	28879992
3064187	21262969
3103083	21262395
3043463	21262537
3210028	21250830
3208754	21253809
3389819	21250865
3061833	21251657
5448471	28879989
3401080	21249249
3063706	21142626
3031272	21244651
3040241	21247629
3100424	21234657
3079248	21143045
3040507	21350651
3103055	21142417
3065728	21034159
3178449	21413157
3111820	22002922
3040521	21350650
3837709	24273479
3063700	21142648
3117236	21091338
3065730	21067465
3025589	21289986
3063699	21083418
3016412	21246051
3149158	21206485
3080015	21254383
3022195	21253479
4137963	20658533
4123545	21082412
3849025	22254306
3826556	24241586
3657552	21082404
